Question,Location,Round,Answer,Count
What is your biggest problem?,Sindhupalchowk,5,Livelihoods,2
What is your biggest problem?,Sindhupalchowk,5,Seeds and fertilizers,0
What is your biggest problem?,Sindhupalchowk,5,Education,0
What is your biggest problem?,Sindhupalchowk,5,Long term shelter / housing,83
What is your biggest problem?,Sindhupalchowk,5,Psychosocial counseling,0
What is your biggest problem?,Sindhupalchowk,4,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Sindhupalchowk,4,Food,0
What is your biggest problem?,Sindhupalchowk,4,Financial support,6
What is your biggest problem?,Sindhupalchowk,4,Others,0
What is your biggest problem?,Sindhupalchowk,4,Toilets / sanitation,0
What is your biggest problem?,Sindhupalchowk,4,Healthcare,1
What is your biggest problem?,Sindhupalchowk,4,Housing inspections,0
What is your biggest problem?,Sindhupalchowk,4,Clean water,1
What is your biggest problem?,Sindhupalchowk,4,NA,13
What is your biggest problem?,Sindhupalchowk,4,Livelihoods,0
What is your biggest problem?,Sindhupalchowk,4,Seeds and fertilizers,0
What is your biggest problem?,Sindhupalchowk,4,Education,0
What is your biggest problem?,Sindhupalchowk,4,Long term shelter / housing,78
What is your biggest problem?,Sindhupalchowk,4,Psychosocial counseling,0
What is your biggest problem?,Sindhupalchowk,6,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Sindhupalchowk,6,Food,0
What is your biggest problem?,Sindhupalchowk,6,Financial support,4
What is your biggest problem?,Sindhupalchowk,6,Others,0
What is your biggest problem?,Sindhupalchowk,6,Toilets / sanitation,1
What is your biggest problem?,Sindhupalchowk,6,Healthcare,0
What is your biggest problem?,Sindhupalchowk,6,Housing inspections,0
What is your biggest problem?,Sindhupalchowk,6,Clean water,0
What is your biggest problem?,Sindhupalchowk,6,NA,23
What is your biggest problem?,Sindhupalchowk,6,Livelihoods,0
What is your biggest problem?,Sindhupalchowk,6,Seeds and fertilizers,0
What is your biggest problem?,Sindhupalchowk,6,Education,0
What is your biggest problem?,Sindhupalchowk,6,Long term shelter / housing,72
What is your biggest problem?,Sindhupalchowk,6,Psychosocial counseling,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,4 Mostly yes,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,2 Very little,19
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,6 Don't know,21
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,5 Completely yes,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,3 Neutral,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,1 Not at all,24
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,1,7 Refused,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,4 Mostly yes,12
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,2 Very little,32
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,6 Don't know,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,5 Completely yes,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,3 Neutral,8
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,1 Not at all,46
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,3,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,4 Mostly yes,22
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,2 Very little,22
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,6 Don't know,7
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,5 Completely yes,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,3 Neutral,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,1 Not at all,33
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,2,7 Refused,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,4 Mostly yes,17
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,2 Very little,20
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,6 Don't know,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,5 Completely yes,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,3 Neutral,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,1 Not at all,52
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,5,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,4 Mostly yes,8
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,2 Very little,34
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,6 Don't know,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,5 Completely yes,8
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,3 Neutral,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,1 Not at all,45
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,4,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,4 Mostly yes,15
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,2 Very little,18
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,6 Don't know,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,5 Completely yes,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,3 Neutral,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,1 Not at all,51
Are you satisfied with what NGOs are doing for you after the earthquake?,Kavrepalanchok,6,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,4 Mostly yes,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,2 Very little,38
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,6 Don't know,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,5 Completely yes,18
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,3 Neutral,11
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,1 Not at all,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,1,7 Refused,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,4 Mostly yes,19
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,2 Very little,34
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,6 Don't know,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,5 Completely yes,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,3 Neutral,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,1 Not at all,23
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,3,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,4 Mostly yes,7
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,2 Very little,34
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,6 Don't know,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,5 Completely yes,17
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,3 Neutral,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,1 Not at all,32
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,2,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,4 Mostly yes,28
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,2 Very little,32
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,5 Completely yes,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,3 Neutral,17
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,1 Not at all,13
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,5,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,4 Mostly yes,15
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,2 Very little,31
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,6 Don't know,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,5 Completely yes,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,3 Neutral,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,1 Not at all,23
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,4,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,4 Mostly yes,35
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,2 Very little,29
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,6 Don't know,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,5 Completely yes,8
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,3 Neutral,22
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,1 Not at all,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Dolakha,6,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,4 Mostly yes,20
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,2 Very little,28
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,6 Don't know,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,5 Completely yes,20
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,3 Neutral,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,1 Not at all,26
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,1,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,4 Mostly yes,22
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,2 Very little,23
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,6 Don't know,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,5 Completely yes,13
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,3 Neutral,19
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,1 Not at all,18
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,3,7 Refused,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,4 Mostly yes,26
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,2 Very little,13
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,6 Don't know,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,5 Completely yes,23
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,3 Neutral,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,1 Not at all,22
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,2,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,4 Mostly yes,45
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,2 Very little,8
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,5 Completely yes,24
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,3 Neutral,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,1 Not at all,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,5,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,4 Mostly yes,45
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,2 Very little,18
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,6 Don't know,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,5 Completely yes,18
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,3 Neutral,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,1 Not at all,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,4,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,4 Mostly yes,36
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,2 Very little,22
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,5 Completely yes,18
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,3 Neutral,14
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,1 Not at all,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Lalitpur,6,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Dhading,1,4 Mostly yes,21
Are you satisfied with what NGOs are doing for you after the earthquake?,Dhading,1,2 Very little,21
